"","Category","Type","Organisation","Organisation_type","Country","City","Source"
"59","Divestment","Full","Byron Shire Council","Government","Australia","Mullumbimby","http://350.org.au/news/byron-bay-divests-from-fossil-fuels/"
"60","Divestment","Coal Only","California Public Employees' Retirement System (CalPERS)","Pension Fund","USA","Sacramento","http://thinkprogress.org/climate/2015/09/03/3698289/california-coal-divestment/"
"61","Divestment","Coal Only","California State Teachers' Retirement System (CalSTRS)","Pension Fund","USA","West Sacramento","http://thinkprogress.org/climate/2015/09/03/3698289/california-coal-divestment/"
"62","Divestment","Full","California Academy of Sciences","Cultural Institution","USA","San Francisco","http://www.sfgate.com/bayarea/article/S-F-s-California-Academy-of-Sciences-divests-6465485.php http://hyperallergic.com/232130/california-academy-of-sciences-will-divest-from-fossil-fuels/"
"63","Divestment","Full","California Institute of the Arts","Educational Institution","USA","Valencia","http://blog.calarts.edu/2014/12/23/calarts-moves-to-divest-from-fossil-fuels/"
"64","Divestment","Partial","Cambridge City Council","Government","UK","Cambridge","http://gofossilfree.org/uk/press-release/cambridge-city-council-backs-the-move-towards-a-fossil-fuel-free-future/"
"65","Divestment","Full","Canadian Medical Association","Healthcare Institution","Canada","Ottawa","http://www.theglobeandmail.com/news/national/canadian-medical-association-divesting-fossil-fuel-holdings/article26115904/"
"66","Divestment","Full","Canadian Unitarian Council (national), ON","Faith-based Organization","Canada","Toronto","http://cuc.ca/wp-content/uploads/2015/07/Fossil-Fuel-Divestment.pdf"
"67","Divestment","Full","Catherine Donnelly Foundation","Philanthropic Foundation","Canada","Toronto","http://catherinedonnellyfoundation.org/wp/cdf-press-releases/"
"68","Divestment","Fossil Free","CCFD - Terre Solidaire","NGO","France","Paris","http://gofossilfree.org/fr/"
"69","Divestment","Full","Cecily Dignan Superannuation Fund","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"70","Divestment","Full","Center for Humans and Nature","NGO","USA","Chicago","http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust"
"71","Divestment","Full","Center for International Environmental Law","NGO","USA","Washington","http://www.guidestar.org/FinDocuments/2013/521/633/2013-521633220-09e1cd94-9.pdf"
"72","Divestment","Full","Central Philadelphia Monthly Meeting of the Religious Society of Friends","Faith-based Organization","USA","Philadelphia","--"
"73","Divestment","Full","Chalmers University of Technology","Educational Institution","Sweden","Gothenburg","http://gofossilfree.org/press-release/first-swedish-university-divests-from-fossil-fuels/"
"74","Divestment","Partial","Chester Quarterly Meeting of the Religious Society of Friends","Faith-based Organization","USA","--","http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts"
"75","Divestment","Full","Chico State University","Educational Institution","USA","Chico","http://gofossilfree.org/wp-content/uploads/2014/12/Chico-State-300x225.jpg"
"76","Divestment","Full","Children's Investment Fund Foundation","Philanthropic Foundation","UK","London","https://ciff.org/news/ciff-signs-divest-invest-pledge/"
"77","Divestment","Full","Chino Cienga Foundation","Philanthropic Foundation","USA","Palm Springs","--"
"78","Divestment","Full","Chorus Foundation","Philanthropic Foundation","USA","Boston","--"
"79","Divestment","Full","Christensen Family Foundation","Philanthropic Foundation","USA","San Francisco","http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust"
"80","Divestment","Coal and Tar Sands Only","Church of England","Faith-based Organization","UK","London","https://www.churchofengland.org/more/media-centre/news/church-england-pensions-board-publishes-2015-annual-report-and-accounts"
"81","Divestment","Coal and Tar Sands Only","Oxford Diocesan Board of Finance (ODBF)","Faith-based Organization","UK","Oxford","http://www.oxford.anglican.org/diocese-disinvest-fossil-fuels/"
"82","Divestment","Coal and Tar Sands Only","Church of Scotland","Faith-based Organization","UK","Edinburgh","http://www.foe-scotland.org.uk/node/2159"
"83","Divestment","Full","Church of Sweden","Faith-based Organization","Sweden","Uppsala","http://gofossilfree.org/se/divestment-accomplished-cos/"
"84","Divestment","Full","Church of the Covenant, Presbytery of Boston, MA","Faith-based Organization","USA","Boston","http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts"
"85","Divestment","Full","Church of the Redeemer, Diocese of Newark, NJ","Faith-based Organization","USA","Morristown","http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts"
"86","Divestment","Full","Citizens for Public Justice","NGO","Canada","Ottawa","http://www.cpj.ca/vision-and-mission"
"87","Divestment","Fossil Free","City of Münster","Government","Germany","Münster","http://www.investmenteurope.net/regions/germany/munster-first-german-city-to-divest-from-fossil-fuels/"
"88","Divestment","Full","City of Albury","Government","Australia","Albury","http://350.org.au/news/albury-and-armadale-city-councils-divests-from-fossil-fuels/"
"89","Divestment","Full","City of Amherst, MA","Government","USA","Amherst","http://divestcu.com/commitments.html"
"90","Divestment","Full","City of Ann Arbor, MI","Government","USA","Ann Arbor","http://divestcu.com/commitments.html"
"91","Divestment","Full","City of Armadale","Government","Australia","Armadale","http://350.org.au/news/albury-and-armadale-city-councils-divests-from-fossil-fuels/"
"92","Divestment","Full","City of Ashland, OR","Government","USA","Ashland","http://www.opb.org/news/article/ashland-city-council-pass-fossil-fuel-divestment-r/"
"93","Divestment","Full","City of Ballarat","Government","Australia","Ballarat","--"
"94","Divestment","Full","City of Bayfield, WI","Government","USA","Bayfield","http://divestcu.com/commitments.html"
"95","Divestment","Full","City of Belfast, ME","Government","USA","Belfast","--"
"96","Divestment","Full","City of Berkeley, CA","Government","USA","Berkeley","http://divestcu.com/commitments.html"
"97","Divestment","Full","Federal State of Berlin","Government","Germany","Berlin","http://www.huffingtonpost.com/entry/berlin-fossil-fuels-divest_us_576bf316e4b08cbaeab18794"
"98","Divestment","Full","City of Borås","Government","Sweden","Borås","https://www.facebook.com/fossilfreeswe/photos/a.288664237939043.1073741828.276384475833686/672508309554632/?type=3&theater"
"99","Divestment","Full","City of Boulder, CO","Government","USA","Boulder","http://divestcu.com/commitments.html"
"100","Divestment","Full","City of Boxtel","Government","Netherlands","Boxtel","https://www.boxtel.nl/actueel/nieuws/nieuwsbericht/archive/2013/oktober/article/boxtel-eerste-fossielvrije-gemeente-van-nederland-en-europa-2506.html"
"101","Divestment","Full","City of Brisbane, CA","Government","USA","Brisbane","http://www.ci.brisbane.ca.us/sites/default/files/VIIF_Reso%202014-19.pdf"
"102","Divestment","Partial","City of Bristol","Government","UK","Bristol","http://gofossilfree.org/uk/bristol-city-council-goes-fossil-free/"
"103","Divestment","Full","City of Cambridge, MA","Government","USA","Cambridge","http://divestcu.com/commitments.html"
"104","Divestment","Partial","City of Christchurch","Government","New Zealand","Christchurch","http://fsrn.org/2015/05/new-zealand-city-to-divest-from-fossil-fuels/"
"105","Divestment","Full","City of Concord, MA","Government","USA","Concord","http://www.treehugger.com/corporate-responsibility/fossil-fuel-divestment-spreads-massachusetts-3-towns-ten-days.html"
"106","Divestment","Full","City of Copenhagen","Government","Denmark","Copenhagen","http://gofossilfree.org/europe/press-release/copenhagen-bans-investments-in-coal-oil-and-gas/"
"107","Divestment","Full","City of Corvallis, OR","Government","USA","Corvallis","http://350corvallis.org/corvallis-divests/"
"108","Divestment","Full","City of Dunedin","Government","New Zealand","--","http://www.theguardian.com/sustainable-business/dunedin-council-fossil-fuel-divestment-new-zealand"
"109","Divestment","Full","City of Eugene, OR","Government","USA","Eugene","http://divestcu.com/commitments.html"
"110","Divestment","Full","City of Framingham, MA","Government","USA","Framingham","http://www.metrowestdailynews.com/article/20140516/News/140517223"
"111","Divestment","Full","City of Fremantle","Government","Australia","Fremantle","http://www.fremantle.wa.gov.au/news-and-media/131114-city-fremantle-divest-carbon-intensive-investments"
"112","Divestment","Full","City of Great Barrington, MA","Government","USA","Great Barrington","http://gofossilfree.org/commitments/"
"113","Divestment","Full","City of Ithaca, NY","Government","USA","Ithaca","http://divestcu.com/commitments.html"
"114","Divestment","Full","City of Leichhardt","Government","Australia","Leichhardt","http://350.org.au/blog/two-nsw-councils-divest-from-fossil-fuels-showing-growing-csg-opposition/"
"115","Divestment","Full","City of Lismore","Government","Australia","Goonellabah","http://350.org.au/blog/marrickville-council-to-offload-fossil-fuel-investments/"
"116","Divestment","Full","City of Madison, WI","Government","USA","Madison","http://divestcu.com/commitments.html"
"117","Divestment","Full","City of Malmö","Government","Sweden","Malmö","http://gofossilfree.org/se/"
"118","Divestment","Full","City of Marrickville","Government","Australia","Petersham","http://350.org.au/blog/marrickville-council-to-offload-fossil-fuel-investments/"
"119","Divestment","Full","City of Melbourne","Government","Australia","Melbourne","http://350.org.au/news/melbourne-city-council-commits-to-fossil-free-investing-ahead-of-paris-climate-talks/"
"120","Divestment","Full","City of Minneapolis, MN","Government","USA","Minneapolis","http://www.southwestjournal.com/news/news/city-council-passes-fossil-fuel-divestment-resolution"
"121","Divestment","Full","City of Moreland","Government","Australia","Coburg","http://350.org.au/blog/moreland-council-votes-to-divest-from-fossil-fuels/"
"122","Divestment","Full","City of New London, CT","Government","USA","New London","http://finizioformayor.com/accomplishments/"
"123","Divestment","Full","City of Newcastle","Government","Australia","Newcastle","http://350.org.au/news/home-to-worlds-largest-coal-port-newcastle-city-council-divests-from-fossil-fuels/"
"124","Divestment","Full","City of Northamption, MA","Government","USA","Northampton","http://gofossilfree.org/breaking-northampton-ma-commits-to-fossil-fuel-divestment-pushes-for-statewide-action/"
"125","Divestment","Full","City of Oakland, CA","Government","USA","Oakland","http://www.fossilfreeca.org/wp-content/uploads/2015/01/CityofOaklandResolution.pdf"
"126","Divestment","Full","City of Örebro","Government","Sweden","Örebro","http://gofossilfree.org/se/press-release/orebro-first-swedish-city-to-divest-from-fossil-fuels/"
"127","Divestment","Full","Oslo Pensjonsforsikring","Government","Norway","Olso","http://cleantechnica.com/2015/10/20/oslo-becomes-first-capital-city-divest-fossil-fuels/"
"128","Divestment","Full","City of Oxford","Government","UK","Oxford","http://gofossilfree.org/uk/historic-commitment-from-oxford-city-council/"
"129","Divestment","Full","City of Palo Alto, CA","Government","USA","Palo Alto","http://fossilfreeca.org/wp-content/uploads/2019/03/Palo-Alto-PERS-Resolution-9493.pdf"
"130","Divestment","Full","City of Portland, OR","Government","USA","Portland","http://portlandtribune.com/sl/274399-150205-city-county-join-world-fossil-fuels-divestment-movement-"
"131","Divestment","Partial","City of Providence, RI","Pension Fund","USA","Providence","http://www.providencejournal.com/article/20150727/NEWS/150729362"
"132","Divestment","Full","City of Provincetown, MA","Government","USA","Provincetown","http://divestcu.com/commitments.html"
"133","Divestment","Full","City of Richmond, CA","Government","USA","Richmond","http://www.fossilfreeca.org/wp-content/uploads/2015/01/RichmondResolution.pdf"
"134","Divestment","Full","City of San Francisco, CA","Government","USA","San Francisco","http://www.fossilfreeca.org/wp-content/uploads/2015/01/SanFranciscoResolution042313.pdf"
"135","Divestment","Full","City of San Luis Obispo, CA","Government","USA","San Luis Obispo","https://fossilfreeca.org/wp-content/uploads/2019/04/San-Luis-Obispo-Investment-Policy.pdf"
"136","Divestment","Full","City of Santa Fe, NM","Government","USA","Santa Fe","http://divestcu.com/commitments.html"
"137","Divestment","Full","City of Santa Monica, CA","Government","USA","Santa Monica","http://fossilfreeca.org/wp-content/uploads/2019/04/Santa-Monica-Investment-Policy.pdf"
"138","Divestment","Full","City of Seattle, WA","Government","USA","Seattle","http://divestcu.com/commitments.html"
"139","Divestment","Full","City of Stirling","Government","Australia","Stirling","https://350.org.au/news/west-australias-largest-council-divests-176-million-from-fossil-fuels/"
"140","Divestment","Full","City of Stockholm","Government","Sweden","Stockholm","http://us10.campaign-archive1.com/?u=64ad7a9a5e64a2946bd8b2998&id=f08ca33418&e=52f5fef72b"
"141","Divestment","Full","City of Strömstad","Government","Sweden","Strömstad","http://gofossilfree.org/se/"
"142","Divestment","Full","City of Sudbury, MA","Government","USA","Sudbury","http://www.treehugger.com/corporate-responsibility/fossil-fuel-divestment-spreads-massachusetts-3-towns-ten-days.html"
"143","Divestment","Full","City of Truro, MA","Government","USA","Truro","http://www.wbur.org/2014/03/14/mass-fossil-fuel-divestment"
"144","Divestment","Full","City of Uppsala","Government","Sweden","Uppsala","http://gofossilfree.org/uppsala-divests/"
"145","Divestment","Full","City of Wodonga","Government","Australia","Wodonga","http://350.org.au/news/wodonga-council-says-goodbye-to-fossil-fuel-investments/"
"146","Divestment","Full","Clean Water Action","NGO","USA","Washington","http://www.cleanwateraction.org/investment-policy-fossil-fuels"
"147","Divestment","Full","Climate Action Network Australia","NGO","Australia","--","--"
"148","Divestment","Full","College of the Atlantic","Educational Institution","USA","Bar Harbor","https://coa.edu/about/environmental-commitment/investment/"
"149","Divestment","Full","College of the Marshall Islands","Educational Institution","Republic of the Marshall Islands","Majuro","https://scontent-2.2914.fna.fbcdn.net/hphotos-xpa1/v/t1.0-9/10850118_408482165969476_7787020309863863597_n.jpg?oh=8264d4ccfc6eb7dafcc4fc10535fd672&oe=55959A78"
"150","Divestment","Full","Colorado Ratnashri Sangha","Faith-based Organization","USA","Boulder","http://www.arabellaadvisors.com/wp-content/uploads/2014/09/Measuring-the-Global-Divestment-Movement.pdf"
"151","Divestment","Full","Comart Foundation","Philanthropic Foundation","Canada","--","http://350.org/press-release/comart-foundation-divests/"
"152","Divestment","Full","Community Friends Quaker Meeting in Cincinnati, OH","Faith-based Organization","USA","Cincinnati","--"
"153","Divestment","Full","Community Impact Foundation","Philanthropic Foundation","Australia","Sydney","--"
"154","Divestment","Full","Compton Foundation","Philanthropic Foundation","USA","San Francisco","--"
"155","Divestment","Full","Conservation Breeding Specialist Group","NGO","USA","Apple Valley","http://www.cbsg.org/blog/201402/leading-conservation-group-divests-fossil-fuel"
"156","Divestment","Full","Council of Canadians","NGO","Canada","Ottawa","--"
"157","Divestment","Full","Council of Progressive Rabbis of Australia, Asia, and New Zealand","Faith-based Organization","Australia","Chatswood","http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts"
"158","Divestment","Coal and Tar Sands Only","Cranfield University","Educational Institution","UK","Cranfield","http://blog.peopleandplanet.org/blog/2015/11/10/university-fossil-fuel-divestment-doubles-ahead-of-paris-climate-talks-press-release/"
"159","Divestment","Full","Dane County, WI","Government","USA","Madison","http://www.nbc15.com/home/headlines/Dane-County-divests-from-fossil-fuels-210517061.html"
"160","Divestment","Full","Darwin Superannuation Fund","Pension Fund","Australia","--","--"
"161","Divestment","Full","Davara Super Fund","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"162","Divestment","Full","David Suzuki Foundation","Philanthropic Foundation","Canada","Vancouver","http://www.davidsuzuki.org/blogs/panther-lounge/2015/02/divestment-movement-grows/"
"163","Divestment","Coal and Tar Sands Only","De Montfort University","Educational Institution","UK","Leicester","http://www.dmu.ac.uk/about-dmu/dmu-estate/environmental/ethical-investment-policy.aspx"
"164","Divestment","Full","Decco Superannuation Fund","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"165","Divestment","Full","Desmond & Leah Tutu Legacy Foundation","Philanthropic Foundation","South Africa","Waterfront","http://www.tutu.org.za/desmond-leah-tutu-legacy-foundation-divests-from-fossil-fuels"
"166","Divestment","Full","Diakonia","NGO","Sweden","Stockholm","--"
"167","Divestment","Full","Ditton's Super Fund","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"168","Divestment","Full","Dobra Super Fund","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"169","Divestment","Full","Doctors for the Environment Australia","NGO","Australia","College Park","http://dea.org.au/topics/category/divestment"
"170","Divestment","Full","Dover Friends Meeting","Faith-based Organization","USA","Dover","--"
"171","Divestment","Partial","Pensionfonds Zorg en Welzijn (PFZW)","Pension Fund","Netherlands","Zeist","http://www.ipe.com/countries/netherlands/dutch-pension-fund-pfzw-vows-to-halve-carbon-footprint/10010787.fullarticle"
"172","Divestment","Full","Earth Super Fund","Pension Fund","Australia","--","--"
"173","Divestment","Full","Earth Welfare Foundation","Philanthropic Foundation","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge/c1t44"
"174","Divestment","Full","Earthjustice","NGO","USA","San Francisco","--"
"175","Divestment","Full","Earthsong","Faith-based Organization","Australia","Parkville","--"
"176","Divestment","Full","Eastminster United Church","Faith-based Organization","Canada","Toronto","http://www.insidetoronto.com/news-story/4621937-eastminster-united-church-divests-from-fossil-fuel-investments/"
"177","Divestment","Full","Eastside Audobon Society","NGO","USA","Kirkland","http://eastsideaudubon.org/corvid-crier-stories-2015-09/eas-board-votes-to-divest-from-fossil-fuels"
"178","Divestment","Full","Ecotrust","NGO","USA","Portland","--"
"179","Divestment","Full","Ecumenical Ministries of Oregon","Faith-based Organization","USA","Portland","http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts"
"180","Divestment","Full","The Educational Foundation of America","Philanthropic Foundation","USA","Fairfield","http://divestinvest.org/philanthropy/#/signatories/granary-foundation"
"181","Divestment","Full","Edward W. Hazen Foundation","Philanthropic Foundation","USA","New York","--"
"182","Divestment","Full","Edwards Mother Earth Foundation","Philanthropic Foundation","USA","Seattle","--"
"183","Divestment","Full","English Family Foundation","Philanthropic Foundation","Australia","--","http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust"
"184","Divestment","Partial","Environment Agency Pension Fund","Pension Fund","UK","Bristol","http://www.theguardian.com/environment/2015/oct/19/uk-environment-agency-divests-landmark-move-help-meet-2c-limit"
"185","Divestment","Full","Environment America","NGO","USA","Boston","--"
"186","Divestment","Full","Environmental and Energy Study Institute","NGO","USA","Washington","http://www.eesi.org/press-releases/view/eesi-moves-100-of-stock-holdings-to-socially-responsible-funds"
"187","Divestment","Partial","Episcopal Church, USA","Faith-based Organization","USA","New York","http://www.theguardian.com/world/2015/jul/03/episcopal-church-fossil-fuel-divestment"
"188","Divestment","Full","Episcopal City Mission, Boston, Massachusetts","Faith-based Organization","USA","Boston","http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts"
"189","Divestment","Full","Episcopal Diocese of California","Faith-based Organization","USA","San Francisco","--"
"190","Divestment","Full","Episcopal Diocese of Los Angeles, CA","Faith-based Organization","USA","Los Angeles","http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts"
"191","Divestment","Full","Episcopal Diocese of Massachusetts","Faith-based Organization","USA","Boston","--"
"192","Divestment","Full","Episcopal Diocese of Nebraska","Faith-based Organization","USA","Omaha","http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts"
"193","Divestment","Full","Episcopal Diocese of Olympia","Faith-based Organization","USA","Seattle","http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts"
"194","Divestment","Full","Episcopal Diocese of Western Massachusetts","Faith-based Organization","USA","Springfield","--"
"195","Divestment","Full","ESF College Foundation, Inc.","Educational Institution","USA","Syracuse","http://www.esf.edu/communications/view.asp?newsID=3985&utm_content=buffer6f2bd&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer"
"196","Divestment","Full","Evangelical Lutheran Church of Oregon","Faith-based Organization","USA","Portland","--"
"197","Divestment","Full","First Congregational Church in Amherst, MA","Faith-based Organization","USA","Amherst","http://www.gazettenet.com/news/specialcoverage/goinggreen/17335751-95/first-congregational-church-in-amherst-to-halt-fossil-fuel-investments"
"198","Divestment","Full","First Parish Church UU, MA","Faith-based Organization","USA","Arlington","--"
"199","Divestment","Full","First Parish in Concord, UU, MA","Faith-based Organization","USA","Concord","https://divestfossilfuels.files.wordpress.com/2014/07/press-release-first-parish-concord-divests-final.pdf"
"200","Divestment","Full","First Parish in Hingham, Unitarian Universalist - Old Ship Church, MA","Faith-based Organization","USA","Hingham","--"
"201","Divestment","Full","First Parish Unitarian Universalist Church in Cambridge, MA","Faith-based Organization","USA","Cambridge","http://firstparishcambridge.org/files/RESOLUTIONSINSUPPORTOFDIVESTMENT.pdf"
"202","Divestment","Full","First Presbyterian Church, Tallahassee, FL","Faith-based Organization","USA","Tallahassee","--"
"203","Divestment","Full","First Presbyterian Palo Alto, CA","Faith-based Organization","USA","Palo Alto","--"
"204","Divestment","Full","First Religious Society of Newburyport, MA","Faith-based Organization","USA","Newburyport","--"
"205","Divestment","Partial","First State Super","Pension Fund","Australia","Wollongong","--"
"206","Divestment","Full","First Unitarian Church of Des Moines, IA","Faith-based Organization","USA","Des Moines","--"
"207","Divestment","Full","First Unitarian Church of Pittsfield, ME","Faith-based Organization","USA","Pittsfield","http://gofossilfree.org/pittsfield-me-unitarian-universalists-put-their-money-where-their-faith-is/"
"208","Divestment","Fossil Free","First Unitarian Church of Portland, OR","Faith-based Organization","USA","Portland","--"
"209","Divestment","Full","First Unitarian Church of Rochester, NY","Faith-based Organization","USA","Rochester","https://divestfossilfuels.files.wordpress.com/2014/07/first-unitarian-church-of-rochester-ny.pdf"
"210","Divestment","Fossil Free","First Unitarian Church of Salt Lake City, UT","Faith-based Organization","USA","Salt Lake City","--"
"211","Divestment","Full","First Unitarian Church, Ottawa, ON","Faith-based Organization","Canada","Ottawa","--"
"212","Divestment","Full","First Unitarian Society of Milwaukee, WI","Faith-based Organization","USA","Milwaukee","--"
"213","Divestment","Full","First Unitarian Toronto, ON","Faith-based Organization","Canada","Toronto","--"
"214","Divestment","Full","Flame Tree Super Fund","Pension Fund","Australia","--","--"
"215","Divestment","Full","Flou Flou Super Fund","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"216","Divestment","Full","Follen Community Church UU, MA","Faith-based Organization","USA","Lexington","--"
"217","Divestment","Full","Fondation Charles Leopold Mayer","Philanthropic Foundation","France","Paris","http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust"
"218","Divestment","Fossil Free","Fondation France Libertés","Philanthropic Foundation","France","Paris","http://350.org/fr/"
"219","Divestment","Full","Foothill-De Anza Community College Foundation","Educational Institution","USA","Los Altos Hills","--"
"220","Divestment","Full","Forsythia Foundation","Philanthropic Foundation","USA","--","http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust"
"221","Divestment","Full","Franciscan Sisters of Mary","Faith-based Organization","USA","Bridgeton","http://gofossilfree.org/commitments/"
"222","Divestment","Full","Frederick Mulder Foundation","Philanthropic Foundation","UK","--","http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust"
"223","Divestment","Full","Friends Fiduciary Corporation","Faith-based Organization","USA","Philadelphia","http://gofossilfree.org/quakers-move-their-money-to-protect-the-planet/"
"224","Divestment","Full","Friends of the Earth","NGO","USA","Washington","--"
"225","Divestment","Full","Friends World Committee for Consultation","Faith-based Organization","UK","London","http://www.fwcc.world/QuakerStatement2015onClimateChange.pdf"
"226","Divestment","Full","Funeral Consumers Alliance of Maine","NGO","USA","Brunswick","https://docs.google.com/document/d/1SV_u9l5T1G7Mkefj_3kTo7ntZKWeIKh9-ij2k8ePLsM/edit"
"227","Divestment","Full","Future Super","Pension Fund","Australia","Braddon","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"228","Divestment","Full","Garfield Foundation","Philanthropic Foundation","USA","Lafayette","http://divestinvest.org/philanthropy/#/signatories/garfield-foundation"
"229","Divestment","Full","General Service Foundation","Philanthropic Foundation","USA","Aspen","http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust"
"230","Divestment","Coal Only","George School","Educational Institution","USA","Newtown","http://insideclimatenews.org/news/15052015/pennsylvania-high-school-students-convince-school-divest-coal"
"231","Divestment","Partial","Presse-Versorgung","Pension Fund","Germany","Stuttgart","http://www.presse-versorgung.de/aktuelles/4-3-gesamtverzinsung.html"
"232","Divestment","Full","Gibson and McGregor Super Fund","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"233","Divestment","Full","Gloucester Shire Council","Government","Australia","--","https://350.org.au/news/gloucester-commits-to-divest-from-fossil-fuels/"
"234","Divestment","Full","GLS Treuhand","Philanthropic Foundation","Germany","Bochum","https://blog.gls.de/aus-der-bank/divestment-raus-aus-kohle-erneuerbare-vor/"
"235","Divestment","Fossil Free","Goddard College","Educational Institution","USA","Plainfield","http://www.washingtontimes.com/news/2015/jan/13/goddard-college-finalizes-divestment/"
"236","Divestment","Full","Goldman Environmental Foundation","Philanthropic Foundation","USA","San Francisco","http://divestinvest.org/philanthropy/#/signatories/goldman-environmental-foundation"
"237","Divestment","Full","Good Vibrations Super","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"238","Divestment","Full","Graeme Wood Foundation","Philanthropic Foundation","Australia","--","http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust"
"239","Divestment","Full","Granary Foundation","Philanthropic Foundation","USA","Lyons","http://divestinvest.org/philanthropy/#/signatories/granary-foundation-2"
"240","Divestment","Full","Great Old Broads for Wilderness","NGO","USA","Durango","http://gofossilfree.org/commitments/"
"241","Divestment","Full","Green Mountain College","Educational Institution","USA","Poultney","--"
"242","Divestment","Full","Gross and Watts Super Fund","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"243","Divestment","Full","Guardian Media Group","For Profit Corporation","UK","London","--"
"244","Divestment","Partial","Gundersen Health System","Healthcare Institution","USA","La Crosse","--"
"245","Divestment","Full","H Green Superannuation Fund","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"246","Divestment","Full","Hampshire College","Educational Institution","USA","Amherst","https://www.hampshire.edu/offices/hampshire-college-investment-policy"
"247","Divestment","Partial","Hancock United Church of Christ, Lexington, Massachusetts","Faith-based Organization","USA","Lexington","http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts"
"248","Divestment","Full","The Hanley Foundation","Philanthropic Foundation","USA","West Palm Beach","--"
"249","Divestment","Coal Only","Haringey Pension Fund","Pension Fund","UK","Wood Green","http://gofossilfree.org/uk/press-release/haringey-council-divests-from-coal-and-moves-200-million-into-low-carbon-fund/"
"250","Divestment","Full","Haverford Friends Meeting","Faith-based Organization","USA","Haverford","--"
"251","Divestment","Full","Haydon Family Super Fun","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"252","Divestment","Full","Health Care Without Harm","Healthcare Institution","USA","Reston","http://www.digitaljournal.com/pr/2551582"
"253","Divestment","Coal Only","HESTA Super Fund","Pension Fund","Australia","Parramatta","http://www.ft.com/intl/cms/s/0/20d5a1ae-4dd1-11e4-9683-00144feab7de.html#axzz3YnrnDR23"
"254","Divestment","Full","Hidden Leaf Foundation","Philanthropic Foundation","USA","Bodega Bay","--"
"255","Divestment","Full","Huddersfield Quakers","Faith-based Organization","UK","Paddock","http://www.quakerweb.org.uk/blog/uncategorized/huddersfield-quakers-divest-from-fossil-fuels/"
"256","Divestment","Full","Hull Family Foundation","Philanthropic Foundation","USA","Chicago","--"
"257","Divestment","Partial","Humboldt State University","Educational Institution","USA","Arcata","http://gofossilfree.org/usa/wp-content/uploads/sites/6/2014/12/10712997_397776337040059_3487359215359333910_n.jpg"
"258","Divestment","Full","The Hunt Foundation","Philanthropic Foundation","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge/c1t44"
"259","Divestment","Full","Hunter Hall Investment Management","For Profit Corporation","Australia","Sydney","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"260","Divestment","Full","Ian Somerhalder Foundation","Philanthropic Foundation","USA","Los Angeles","http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust"
"261","Divestment","Full","Island Institute","NGO","USA","Rockland","--"
